Rumah Sakit,Reviewer,Waktu,Rating,Ulasan
Mayapada Hospital Tangerang (MHTG),Indonesia Ku,4 bulan lalu,5.0,"Dokter Hendra pemeriksaannya mantap banget. Teliti. Penjelasannya baik. Ngga membuat pasien bingung. Memuaskannn.
Kamar luassss... …"
Mayapada Hospital Tangerang (MHTG),Jocelyn,4 bulan lalu,1.0,"Pengalaman yg sungguh sangat buruk. Saya bru operasi dn kluar RS bbrp hari lalu. Sungguh kecewa dn marah dgn salah satu dokter bedah senior disini, dimana tindakan dn kata-kata nya tidak mencerminkan nilai sopan santun yang seharusnya. …"
Mayapada Hospital Tangerang (MHTG),Fadhi Fadhulloh,9 bulan lalu,5.0,"Salah satu rumah sakit ternyaman mulai dari administrasi, dokter propesional, para suster yang membantu, keamanan , dan semua pihak2 terkait membuat berobat di rumah sakit ini menjadi lebih nyaman"
Mayapada Hospital Tangerang (MHTG),anggi nuuur,2 bulan lalu,5.0,"Melahirkan di mayapada tangerang pokoknya best banget, dari segi pelayanan fasilitas, semua bintang 5. Makanan rumah sakitnya juga enak enak👍 …"
Mayapada Hospital Tangerang (MHTG),Toong Kasih,2 bulan lalu,5.0,"Tempatt nya sangat seneng nyaman,ramah"" jugaa dokter/suster dan lain nya juga, pokoknya RS mayapada debest😉😉🖤
Terimakasih banyaakkk …"
Mayapada Hospital Tangerang (MHTG),Arshaka Zayn Malik,4 bulan lalu,5.0,"Sudah beberapa kali berobat dan kontrol ke RS Mayapada ini, pelayananya sangat bagus, ruang tunggu, fasilitasnya bersih. Selain itu juga para petugas medis dan staff dsni pun ramah2.. …"
Mayapada Hospital Tangerang (MHTG),Gaina Sapoetra,3 bulan lalu,5.0,"Selalu memberikan pelayanan terbaik, semua perawatnya sopan, baik, komunikatif.
mungkin proses administrasi saja yang perlu percepatan. Semoga ttp dijaga kualitas layanannya dan terus semakin membaik"
Mayapada Hospital Tangerang (MHTG),Robertus Toyo,2 bulan lalu,5.0,"Sy puas dg perawatan medis Dr Johanes Sadikin & Dr Pujo.

Pelayanan di Gd2 Lt3 bagus & memuaskan. …"
Mayapada Hospital Tangerang (MHTG),Lili Wunata,9 bulan lalu,5.0,"Pelayanan di RS Mayapada sangat memuaskan.
Staf ramah, dokter profesional, komunikatif dan penuh empati.
Fasilitas di Rumah sakit bersih, tertata rapi serta lengkap. …"
Mayapada Hospital Tangerang (MHTG),Danang Sujatmiko,4 bulan lalu,5.0,"Suka banget sama pelayanan di sini, udah yang kedua kalinya rawat inap disini. Perawatnya tanggal dan ramah, dokternya sangat piawai, staff kebersihanya sangat disiplin dan securitynya sigap membantu"
Mayapada Hospital Tangerang (MHTG),Yenny chie,4 bulan lalu,5.0,"Pengalaman rawat inap di RS Mayapada sangat memuaskan. Pelayanan yang diberikan sangat baik, para suster ramah, sabar, dan responsif setiap kali dipanggil. Kevin sebagai pasien merasa sangat nyaman selama perawatan. Dokter juga selalu …"
Mayapada Hospital Tangerang (MHTG),Imas Kismanah,6 bulan lalu,5.0,"Pelayanan yang Sangat Memuaskan!
Saya sangat terkesan dengan pelayanan di RS Mayapada. Mulai dari proses pendaftaran, pemeriksaan, hingga tindakan medis, semuanya berjalan dengan cepat dan …"
Mayapada Hospital Tangerang (MHTG),Nadhira Fathiaz,3 bulan lalu,5.0,"Pasien 5 umum 5007 (Ny.Fathurrahmi), rumah sakitnya nyaman. Yang mengejutkan adalah makanan untuk pasien enak. Pelayanannya cukup tanggap, nakesnya ramah2, dan dokternya kompeten. Direkomendasikan untuk recovery."
Mayapada Hospital Tangerang (MHTG),Indah Kusumaningrum,Diedit 4 bulan lalu,5.0,"Sangat puas dengan seluruh layanan RS Mayapada Tangerang, terutama seluruh petugas dan Ners di Lantai 5, Gedung 3."
Mayapada Hospital Tangerang (MHTG),Sinul Ridho,2 bulan lalu,5.0,"Pasien 5 umum kamar 5002 (Tn.Amir), kalo bisa saya bintang 10 pelayanannya baik, susternya ramah, dokternya juga ok"
Mayapada Hospital Tangerang (MHTG),Fivi Kurniawati,5 bulan lalu,5.0,Jarang banget nulis review. Tapi kali ini saya nulis tanpa disuruh karena experiencenya amat sangat diluar ekspektasi. …
Mayapada Hospital Tangerang (MHTG),Ummu Faris,4 bulan lalu,5.0,"Pelayanan nya bagus , ramah , dan semua petugas nya sopan dan tanggap
Terima kasih sudah membantu proses peyembuhan..
Saya dirawat di kamar 5007 dengan dr.rani"
Mayapada Hospital Tangerang (MHTG),Shenny Liem,3 bulan lalu,5.0,"Pelayanan bener” amat sangat memuaskan, Dokter dan Susternya jg baik dan ramah” banget,dokter Sp.A setiap hari selalu kontrol pasien dan ada dokter jaga jg yang setiap saat kontrol, belum lagi suster” nya selalu kontrol pasien pokok nya …"
Mayapada Hospital Tangerang (MHTG),Rommel Calvin,3 bulan lalu,5.0,"Mantap panten, ini hanya masukan untuk call pasien ke perawat ditempat tidur gunakan alat yang bisa digunakan dengan tepat Dan sesuai keadaan pasien, Dan tidak mudah lepas Dari colokan..selebihnya mantap"
Mayapada Hospital Tangerang (MHTG),pratiwi lestari,6 bulan lalu,4.0,"Setelah  3 hari 23 jam berlalu, baru mereka menyelesaikan masalah saya. (Ss review pertama ada dibawah). …"
Mayapada Hospital Tangerang (MHTG),Yetri tameon Yetri,4 bulan lalu,5.0,"Thanks mayapada omah dirawat dengan dr Hendra 5 hari sangat bersyukur dan sangat berterima kasih, untuk para perawat di lt 4 tower 3 kamar 4049 pengalaman yg sangat memuaskan, terutama kepada suster Nurhasanah yang sangat ramah dan baik kepada omah saya 🥰 …"
Mayapada Hospital Tangerang (MHTG),Pak Tir,3 bulan lalu,5.0,"Pasien kamar lantai 3 pelayanan sangat bagus,semua dokter n suster sangan baik2. Ada antar jemput sampai rumah ke serang Cilegon"
Mayapada Hospital Tangerang (MHTG),Fendy Pan,2 bulan lalu,5.0,"Pasien 5 umum kamar 5003 (Tn.Fendy),
Pelayanan bagus, suster ramah.
Masukkan pada saat tunggu kamar agak lama"
Mayapada Hospital Tangerang (MHTG),christopher muchtar,6 bulan lalu,4.0,"Tempat rapi dan bersih, sayang kamarnya penuh di hari itu"
Mayapada Hospital Tangerang (MHTG),chintya rizki,4 bulan lalu,5.0,"Terima kasih Mayapada Tangerang. Selama papa saya di rawat di gedung 3 lantai 4 kamar 4060, pelayanannya sangat baik, perawat nya ramah dan penuh perhatian merawat papa saya, terimakasih untuk perawat Nur, Hendrawan, Yohana atas ke sigapannya selama papa saya dirawat"
Mayapada Hospital Tangerang (MHTG),Robert AP Butarbutar,4 bulan lalu,5.0,"RS mayapada salah satu RS Swasta ditangerang tepatnya di moderlan dengan penanganan cukup cepat. Security, perawat, dokter hingga kasir nya ramah"". Area lokasi IGD bersih, kebetulan lagi berobat langsung di IGD."
Mayapada Hospital Tangerang (MHTG),Laurentcia Yessica,3 bulan lalu,5.0,"Nice Hospital.. Kami melakukan katerisasi jantung dan pelayanan yang kami terima dari staff, dokter, perawat semuanya sangat baik. Kebersihan rumah sakit juga sangat terjaga.. Terima kasih Mayapada.."
Mayapada Hospital Tangerang (MHTG),Paridatul Hilmiah,3 bulan lalu,5.0,"Thank you radioterapi mayapada Tangerang, pelayanannya baik banget, administrasinya murah, makasih juga buat suster suster yang banyak membantu dan mengibur saya selama radiasi khususnya suster mona, suster Nabila, suster hosi dan suster Dian, terima kasih banyak ♥️"
Mayapada Hospital Tangerang (MHTG),wahyu junaid,4 bulan lalu,5.0,"Selama anak saya nizam di rawat di rumah sakit mayapada cukup puas, baik dari segi lingkungan bersih, wangi, pelayanan perawat baik dan ramah, dokter anak sangat ramah, perugas kebersihan, dan petugas konsumsi sangat baik dan ramah, saya puas dan ucapkan terima kasih atas semuanya, sehat selalu ❤️"
Mayapada Hospital Tangerang (MHTG),Indah Tri Yulianti,6 bulan lalu,5.0,"Selama saya dirawat disini dari masuk IGD pelayanan dari seluruh stafnya sangat baik dan ramah, apalagi dokter dan suster-susternya di gedung 3 lantai 5 yang super ramah sekali, ruang rawatnya yang nyaman, bersih dan cukup besar. Dari segi …"
Mayapada Hospital Tangerang (MHTG),Maharani Galuh,11 bulan lalu,5.0,"Sudah dua kali saya dirawat di Lantai 4, Tower 3 rumah sakit ini.
Dan seperti sebelumnya, saya bersyukur sekali... kamarnya bersih dan nyaman, stafnya penuh perhatian. …"
Mayapada Hospital Tangerang (MHTG),Annisa Nuraini,5 bulan lalu,2.0,Saran jika memang dokter rujukan BPJS sudah full dan tidak menerima pasien lagi (sesuai info petugas pendaftaran BPJS saat saya datang ke RS langsung) untuk ditutup saja pilihan RS nya di BPJS agar tidak bisa dipilih oleh pasien/klinik …
Mayapada Hospital Tangerang (MHTG),Arib Shodiq,6 bulan lalu,5.0,"Saat di IGD, semua petugas sangat membantu dan bersikap ramah. Setelah beberapa penilaian cepat saya ditempatkan di zona hijau sambil menunggu tindakan lanjutan. Karena keaadaan mengharuskan saya untuk nginep disini selama 5 hari. …"
Mayapada Hospital Tangerang (MHTG),Raphaella Melody,6 bulan lalu,1.0,"sudah mengeluarkan hampir Rp60 juta, dan rumah sakit ini justru membohongi saya dan keluarga saya. Kelalaian mereka membuat ibu saya semakin memburuk. …"
Ciputra Hospital CitraRaya,Mpii Mufidah,3 bulan lalu,5.0,"jujur walaupun di ranap itu sedih tapi disini bener bener nyaman banget. walaupun pasien bpjs tetep diperlakukan spesialll. perawat nya gercepppp baikk. dokternya okeeee bangett. makanan ga hambar, enakkkkk masyaAllah terimakasih ciputraaaa …"
Ciputra Hospital CitraRaya,Nurul Maidah,5 bulan lalu,5.0,Pelayanan Ciputra hospital bener-benar bagus. Tidak mempersulit. Dokter dan terapisnya pun ramah-ramah. Anak saya sudah 5 bulan terapi wicara bersama Miss Tata. Beliau pun sangat ramah dan super baik. Pokoknya bikin nyaman yang sedang berobat.
Ciputra Hospital CitraRaya,akatsukibento pmm,6 bulan lalu,3.0,"Kasir rawat inap asuransi dan umum lantai 3, ajarin sopan santun, nyolot matanyaklo ditanya, bicara tdk propesional, ga ada kata² yg sopan keluar dr dia ke saya. Mohon maaf sy pakai asurasi swasta dan bisa bayar kelebihanya. Jadi ga usah …"
Ciputra Hospital CitraRaya,maria ellyta,5 bulan lalu,5.0,"Beruntung dapet terapis yang komunikatif dan perhatian sama anak.
Sabar bangettt sama anak, anak ku beberapa kali pertemuan sama terapis sudah keliatan perubahannya. …"
Ciputra Hospital CitraRaya,Meii Killer,3 bulan lalu,1.0,"BURUKKKK!!! SY BUKAN PASIEN BPJS PUN DIPERSULIT APA2 DI DUITIN!!!
DAN DOKTERNYA MENAKUTI DISAAT PASIEN INGIN DI RAWAT JALAN!!!
KALIAN SUDAH DISUMPAH TAPI KALIAN KERJA  MERAUKKKK!!! SUSTERNYA PADA GA …"
Ciputra Hospital CitraRaya,Muhammad Fauzi,2 bulan lalu,1.0,"Sangat buruk, saya membawa anak saya berobat karna panas tinggi, nunggu di IGD sampai 2 jam baru bisa masuk, dokter dan perawatnya pada ngusir semua, mungkin ini RS utk orang cina aja ya?? Kalo sama orang cina pada ramah ramah petugasnya, …"
Ciputra Hospital CitraRaya,Berti kenedy,3 bulan lalu,1.0,"RS yang tidak memcerminkan pelayanan. Bilirubin 16,6 disuruh pulang katanya engga harus di rawat. Sampe ponakan saya bilirubinnya 19 cari RS lain. Semoga yang menerapkan aturan yg mambuat susah orang ini. Keluarganya merasakan apa yg dirasakan orang2 yang mereka susahkan."
Ciputra Hospital CitraRaya,Tika anggraeni,6 bulan lalu,5.0,Rs ciputra hospital menurut ku rs terbaik bikin nyaman ketika berobat pelayananya bagus ramah dokter nya bagus apalagi dok anak dokter hendra wijaya langganan berobat ke dok spesialis anak sok hendra anak anak ku dari lahiran pun di sini …
Ciputra Hospital CitraRaya,ruchi harimurti,4 bulan lalu,5.0,"Cukup memuaskan layanan di Ciputra Hospital Citra Raya.
Cepat, ramah, bersih dan profesional.
RS tipe B di Kab Tangerang yang bisa menjadi rekomendasi layanan kesehatan, …"
Ciputra Hospital CitraRaya,Fitria sardi,11 bulan lalu,4.0,"Beberapa kali kesini untuk sekedar berobat dan menjalani rawat inap dan beberapa tindakan over all pelayanan tenaga medisnya ok, perawatnya super baik2 dan jadi RS andalan karena selain dekat dngan tempat tinggal Rs ini lumayan bisa …"
Ciputra Hospital CitraRaya,Anis Pratiwi,7 bulan lalu,1.0,Hari rabu jam 11 malam anak sy demam lgsung sy larikan ke igd berharap agar lgsung ditangani smp sni malah dsuru nunggu dluar sm bp stpam ini smp /12 kami mnggu dluar sy tnyakan kembali kapan anak sy bs msuk dia mnjwab sy jg ga tau krna bed …
Ciputra Hospital CitraRaya,Dwi Era Pratiwi,3 bulan lalu,5.0,"Puji Tuhan dipertemukan dengan dokter dan para terapis yang baik dan bekerja sepenuh hati.
Terima kasih, Dokter Inge, yang sangat baik dan edukatif. Selalu sabar …"
Ciputra Hospital CitraRaya,Ayu Fitria,2 bulan lalu,5.0,"Pelayanan nya sangat baik, perawat nya adem ayem sekali pada ramah ramah, apalagi Dr anak, Dr.weni masyaallah baik nya sama anak kecil, pulang pulang kontrol anak saya gembira, karna seneng sama dokternya"
Ciputra Hospital CitraRaya,Ratna Evi,9 bulan lalu,1.0,"Kecewa dg perawat POLI ANAK daftar via WA, sudah konfirm datang ke nurse station dan diminta menunggu tp ga di TTV
OKE, sy nunggu krn mungkin no antrian sy paling akhir nih, …"
Ciputra Hospital CitraRaya,Abank Paung,9 bulan lalu,3.0,Overall bisa di blng cukup baik. Tpi untk Bagian Administrasi Pembayaran dan Penebusan Obat Sangat2 Super Lama. Kita cek dngan dokter hanya 10 menit. Giliran Antri lebih dri 1 jam. Staf yg malayani penebusan hanya 2 untk skian bnyak yg …
Ciputra Hospital CitraRaya,Alquella GP,3 bulan lalu,5.0,"Kemaren sempet di rawat 5 hari anak ku disini karna BP. tau gak siihh berasa di rawat dirumah nenek, karna susternya baik2 semua. Anak aku rewel tengah malem gamau sama aku atau ayahnya setelah di gendong susternya baru mau, sampe sust …"
Ciputra Hospital CitraRaya,Arini Arini,4 bulan lalu,3.0,"Pengalaman saya sekeluarga dilayani sangat baik oleh para security khususnya bernama Santoso sangat helpfull dan ramah, terimakasih ya Pak. Tetapi saya mendapat perlakuan kurang enak dari suster wanita di ruang IGD yg berbadan gemuk dan …"
Ciputra Hospital CitraRaya,Giska Putri,3 bulan lalu,5.0,"Pelayanannya bagus sekali, gercep, bisa pakai bpjs dan cepat sekali pelayanannyaa. Terimaksih bapak/ibu, Dokter, suster, mas yang berjaga & bpak securty sudah cepat tanggap menghandle dan melayani dengan sangat baik. Staff ramah dan sangat sigap❣️💖🙏🏻sehat2 selalu semuanyaaa🫶🏻 …"
Ciputra Hospital CitraRaya,Antonio Nurhega,11 bulan lalu,5.0,"Terima kasih RS Ciputra Citra Raya sudah bekerjasama dengan dewa medik untuk pelatihan BTCLS, semoga ilmunya bermanfaat.
Sukses terus buat RS Ciputra Citra Raya."
Ciputra Hospital CitraRaya,HDT,4 bulan lalu,3.0,"Pelayanan BPJS cukup cepat. Antrian diatur dengan baik.
Namun untuk pelayanan vaksin Flu, CS dan petugas farmasi, tidak tahu dengan segera tipe vaksin Flu yang disediakan dengan harga tertentu (tetra atau bukan). …"
Ciputra Hospital CitraRaya,Dwi Arum Sari,4 bulan lalu,5.0,"Terimakasih untuk pelayanannya
Ditanggapi dg cepat …"
Ciputra Hospital CitraRaya,Ida Yuliani,Diedit 6 bulan lalu,1.0,"sangat kecewa dengan RS ini. saya antar anak saya berobat ke poli kulit dan kelamin. cuma di pegang dikit doang langsung didiagnosa vertiligo autoimun lah. seharusnya mendiagnosa Itu ga lngsung,  hrs ya melalui cek lab dulu ga sih? . …"
Ciputra Hospital CitraRaya,rahma margita,Diedit 3 bulan lalu,5.0,Sudah 8 kali pertemuan dengan Miss Tata & Miss Aya Alhamdulillah beruntung sekali saya bertemu dengan terapis yang komunikatif dan perhatian. Selalu kasih tau kegiatan apa saja yg bisa dilakukan dirumah untuk improve kemampuan jaziel. Terimakasih untuk Miss Tata dan Miss Aya yang sudah membantu terapi Jaziel 🫶🏻 …
Ciputra Hospital CitraRaya,Yuniari Nabila Meuraksa,5 bulan lalu,1.0,"First experience bad banget.
Adik di hari H (kecelakaan di pantai) langsung buru2 di bawa ke igd dengan jaminan bpjs kesehatan, pertama memang diperiksa oleh perawat lalu ke bed dan …"
Ciputra Hospital CitraRaya,Adi Saputra,3 bulan lalu,1.0,"IGD nya tidak tau mana yg lagi beneran darurat, masih berdasarkan nomor antrian, sampe pasien hilang kesadaran baru dimasukin ke ruang perawatan.
Tolong evaluasi prosedurnya!"
Ciputra Hospital CitraRaya,Nikmah 79,3 bulan lalu,5.0,Selama disini pelayanan baik memuaskan saya pasien bpjs
Ciputra Hospital CitraRaya,Jessica Malaika,4 bulan lalu,5.0,"Pertama kali datang untuk treatment di Ciputra Aesthetic Clinic, yang saya dapatkan cukup memuaskan dan berkesan. Karena dilayani dengan pelayanan yang baik, prosedur treatment yang sangat jelas, perawat lady sangat ramah dan baik, …"
Ciputra Hospital CitraRaya,Syiti Amallia,4 bulan lalu,5.0,"Pelayanan di Ciputra Hospital sangat baik, petugasnya ramah, responsif, dan profesional. Alur pelayanan cukup jelas dan fasilitasnya nyaman serta bersih. Semoga ke depannya kualitas pelayanan ini terus dipertahankan dan semakin ditingkatkan🤩 …"
Ciputra Hospital CitraRaya,Sindung Aan,6 bulan lalu,5.0,"MasyaAllah , Alhamdulillah pelayanannya bagus dan fasilitasnya bagus, wlwpn pasien bpjs tapi semuanya baik, ramah , dan sopan. Pelayanannya tidak di beda""kan. Wlwpn antri di igd cukup lama, dan pindah kamar jg cukup lama ,juga dapat kmr …"
Ciputra Hospital CitraRaya,sitinur aeni,4 bulan lalu,5.0,"Pelayanannya bagus dan semua staff ramah dan sangat membantu, terima kasih untuk dokter inge spesialis fisioterapi,dokter wenny selaku dokter anak yg kebetulan langganan di klinik,qodarullah bertemu lagi di RS dan miss Aya yang sudah …"
Ciputra Hospital CitraRaya,Evita Himawati,3 bulan lalu,5.0,"Alhamdulillah, selama berobat dan terapi dicihos pelayanan baik dan ramah, dr Devi dan dr Inge semuanya baik sangat membantu utk kesembuhan pasien, terapisnya jg ramah 2"
Ciputra Hospital CitraRaya,Novi Azril,4 bulan lalu,5.0,Terimakasih ciputra hospitals dr perawat SMP dokter ny bnr bnr ramah baik kmrn ank saya d ranap d situ playanan ny ok perawat gercep poko ny bintang 5 buat RS cihos. Rmh skit ny wangi bersih the best poko ny
Ciputra Hospital CitraRaya,Anne Purnama,4 bulan lalu,1.0,"RS belagu milih2 pasien
Anak kecil udah lemas seperti tak berdaya, dibilang pas cek darah bagus2 aja, tidak nerima BPJS bila di rawat inap, kcuali sekarat baru bisa di rawat …"
Ciputra Hospital CitraRaya,Mustofa Ismail,4 bulan lalu,1.0,"Untuk pasien fisioterapi, mestinya bisa langsung daftar di bagian admin fisioterapi d lt2. Jd tdk harus daftar antrian panjang d admin bawah, sangat tidak efektif. …"
Ciputra Hospital CitraRaya,SIU KHIUN TJHIN,4 bulan lalu,5.0,RS yg sangat bagus.. pelayanan terbaik walau pakai BPJS. Maju terus Ciputra saya dilayani sangat sabar dengan suster yg cewe gendut hahaha
Ciputra Hospital CitraRaya,Sherina,7 bulan lalu,3.0,Sedikit cerita. saya kan sering brobat dan rawat inap di RS ini. Tadinya aman aman ajh. Playanan normal dan baik banyak yang kenal juga dengan perawat. Karna saya selalu di sini kalo anak saya sakit.Tapi saya kecewa sama kasir pintu parkir. …
Ciputra Hospital CitraRaya,Mega Tjia (Emily.Tjia),4 bulan lalu,4.0,"Per hari ini, overall oke.. ngga banyak drama, dan semuanya kooperatif wlwpun saya pengguna BPJS.. semoga akan semakin bnyak peningkatannya.."
Ciputra Hospital CitraRaya,Bella Bitta,10 bulan lalu,5.0,"Auditoriumnya luas, bersih, dan sangat nyaman! Ruangan terasa wangi sejak masuk, AC-nya dingin tapi tidak bikin meriang. Meski peserta workshop banyak, tetap terasa lega dan tidak sumpek. Suasana tetap sejuk dan tidak bikin gerah atau …"
Ciputra Hospital CitraRaya,Nuzul Daihatsu,6 bulan lalu,1.0,Tgl 3-4 November 2025. Pelayanan BPJS hospital Ciputra kurang bijak. Kemrin tgl 3 istri saya ke sini.  Tidak terlambat padahal.  Sudah di timbang dan di tensi.  Mala di suruh nunggu sama sister nya.  Setelah ada 2 menit.  Sister nya mala …
Ciputra Hospital CitraRaya,Desy Andi,3 bulan lalu,5.0,Bersyukur banget dapat rumah sakit yang pelayanannya ramah dan deket dari rumah sama menu di sini tuh gak kaya menu orang sakit enak semua sukses buat rs ciputra citra garden
Ciputra Hospital CitraRaya,Mohamad Aprizal Tri Warhamdi,setahun lalu,1.0,"Sebenernya pelayanan medisnya bagus, dokternya oke namun sayang: KASIR DAN FARMASINYA LAMA BANGET! …"
Ciputra Hospital CitraRaya,Reni Trismiati,5 bulan lalu,5.0,"Terimakasih atas pelayanan terbaiknya.
dr.Wenny, Sp.A dan dr.Inge, Sp.KFR.
sangat profesional dan berpengalaman dalam menangani kasus anak saya. Terapi …"
Ciputra Hospital CitraRaya,Hilyatul Farodis,Diedit 6 bulan lalu,5.0,Perawatan kecantikan anti sakit dan sangat nyamann🥰❤️❤️❤️ terimakasih ka Lady sudah memberikan pelayanan terbaik selama treatment. Dari mulai datang sampai selesai di sambut dengan baik. Fix bakalan langganan perawatan di Ciputra Aesthetic Clinic 🥳 …
Ciputra Hospital CitraRaya,Nur Huda Arif Indiarto,setahun lalu,1.0,"Jelek banget service, nunggu dokternya lama banget bisa lebih dari 1 jam. Nunggu obat juga lama sekal, weekday aja lama, apalagi weekendi. Mau berobat malah tambah sakit disini, tidak rekomen."
Ciputra Hospital CitraRaya,Siti Huriyatul Kamila,11 bulan lalu,5.0,"Mulai dari bulan januari sampai sekarang masih berlanjut terapi, sejauh ini pelayanan OT nya sangat baik, diliat dari si anaknya yang dari gamau masuk sampai nurut sama miss yang terapis si anak🤗🥰 …"
Ciputra Hospital CitraRaya,Azizah Afifah,5 bulan lalu,1.0,"Sudah dikatakan pulang oleh dokter dari jam 9kurang,   sampai jam 12 malam masih proses kasir dan obat apa selama itu yv harusnya pulang lebih cepat ini tengah malam belum selesai pelayanan lambat sekali . Kecewa pdhal untuk yg lainnya ok bgt dr cara menangani pasien dan lainnya tapi proses pulangnya lambat sekali"
Ciputra Hospital CitraRaya,Rifqi Rahmat,setahun lalu,4.0,"Baik kita mulai, dengan satpam yang sigap mengarahkan kita untuk ke loket pendaftaran baik itu BPJS ataupun non BPJS, satpam akan mengantarkan ke loket pendaftaran BPJS dengan memberikan nomor antrean, dan bisa daftar online bisa daftar on …"
Ciputra Hospital CitraRaya,resti rahmawati,4 bulan lalu,2.0,"sekarang kalo pakai bpjs sulit banget di cihos..
2x pengalaman di tolak di igd dengan alasan tdak dalam kondisi gawat, terakhir pas ponakan ku sakit dah lemes dah pucet deman 5 hari tiba tiba badan dingin …"
Ciputra Hospital CitraRaya,Hendry Kurniawan,Diedit setahun lalu,1.0,"rs sekelas ciputra citra raya, sayang dokternya tidak terlalu professional. dokter spesialis anaknya pd telat dari jam schedule nya. bagaimana kalo ada kondisi yg urgent ? di kasih no wa pribadi juga tidak direspond. pdhl di beberapa rs …"
Ciputra Hospital CitraRaya,Ty As,4 bulan lalu,1.0,"Lama bgt pelayanan nya padahal pribadi kalah sama siloam paket bpjs satset udh digital semua,, bisa di akses lewat hp. Lama bgt bgt"
Ciputra Hospital CitraRaya,Arvaa Hidayah,5 bulan lalu,5.0,Senang berobat di RS ciputra. Pelayanan an sangat baik BPJS nyaa . Biasa BPJS bagian daftar galak galak tetapi di RS ciputra dilayani dengan sepenuh hati. Antrian JKN cepat dipanggil dan dilayani jln dgn duta jkn KK Olin sangat sabar makasih y
Ciputra Hospital CitraRaya,dayuni yuni,6 bulan lalu,1.0,"rs yang sangat buruk minim etika, minim info, es komersil. bikin kapok dah. ga mau balik lagi ke RS itu. Pokonya kapok kapok. 👎👎👎👎👎
1. tuju a berobat karna dikaper oleh jaminan inhealth pula. bukan bpjs. …"
Ciputra Hospital CitraRaya,JAKA NURDIAN,5 bulan lalu,5.0,"Pelayanan terbaik, bersih dan teratur
Saya kehilangan dompet tanpa sadar,pihak security dengan sigap menemukan saya untuk mengkonfirmasi apakah kehilangan dompet,saya baru sadar ternyata itu milik …"
Ciputra Hospital CitraRaya,Bejo Setiawan,Diedit 3 bulan lalu,5.0,"Berobat istri saya sangat nyaman ke poli mata,,pake bjs"
Ciputra Hospital CitraRaya,Abi Muji,8 bulan lalu,5.0,Pelayan an nyah bagus apa lagi security nyg sopan dan tegas good lah buat petugass. Nyh
Ciputra Hospital CitraRaya,Denella Hadibroto,7 bulan lalu,2.0,"Punya pendaftaran online tapi nomor urut tetap per kedatangan. Sebelumnya bisa dpt nomor urut melalui pendaftaran online. Entah kenapa malah jadi mengalami kemunduran. Bicara sama CS juga gak guna. Cuma jawaban standar ""ya sekarang seperti itu."" Gak ada benefit pendaftaran online selain utk memudahkan admin doang."
Ciputra Hospital CitraRaya,Caca Fadiningrum,5 bulan lalu,5.0,"Sangat Memuaskan Terapi Okupasi & Terapi Wicara di RS ini, Alhamdulillah anak saya sudah byk perubahan sejak terapi di RS ini… Terimakasih untuk Miss Aya & Miss Tata❤️❤️❤️"
Ciputra Hospital CitraRaya,Isa Munajat,9 bulan lalu,1.0,"Tanggal 30 Juni tindakan PCNL jadwal jam 13 siang tp baru di lakukan jam 19.00.
Tanggal 30 Juli lepas DJ sten jadwal jam 9 baru dilakukan jam 13. Kasihan pasien puasanya kelamaan. Proses pulang jg lama di proses kasir rawat inap lt.3."
Ciputra Hospital CitraRaya,Jerri Pramana,setahun lalu,5.0,"Pelayanan sangat profesional,staf sangat ramah, fasilitas bagus.
Ayah saya salah satu pasien cuci darah,yang sudah harus rutin 2x seminggu, pelayanan untuk HD sangat baik,namun demikian khusus teruntuk dokter poli hipertensi …"
Ciputra Hospital CitraRaya,dewi ssl,3 bulan lalu,5.0,"jujur aku penguna BPJS sangat di layani dengan baik ,kenyamanan nya,kebersihan,pelayanan nya, jujur perawat sama dokter nya ramah banget sih🤗❤️ …"
Ciputra Hospital CitraRaya,miamina Janah,4 bulan lalu,5.0,Pelayanan sangat baik kalau ada bintang 10 saya pasti kasih untuk RS ini pelayanan cepat sigap makin sukses Ciputra grup
Ciputra Hospital CitraRaya,Adelia Fristiani,7 bulan lalu,1.0,"Di igd nunggu lama ujung2nya suruh pulang terus bilang . ""Ciputra dokternya ga mau nanganin pasien BPJS,masa di blg dokter ny ngga ada"" nyawa orang ini"
Ciputra Hospital CitraRaya,Delzila Rahmi,8 bulan lalu,5.0,Pelayanan RS nya baik banget supe bagus
Ciputra Hospital CitraRaya,Agnes Friska Cyntia,setahun lalu,3.0,"Untuk yg mau rawat inap disini, coba pikir2 lagi karna menurut saya kurang recomend sebagai pengguna asuransi. …"
Ciputra Hospital CitraRaya,Alya rafika,8 bulan lalu,1.0,"Daftar & bikin perjanjian online dari satu minggu sebelumnya. Berkali2 diinfokan & diingatkan jam 12.00 datang ke RS, sampe RS jam 12.00 dibilang kalo dokter sudah full antrian dari pagi. Gamasuk akal, gaada info apapun & ga sesuai semua …"
Ciputra Hospital CitraRaya,Olyvia Purnamasari,setahun lalu,3.0,APOTIK LAMAA!!!! Pelayanan rawat jalan daftar dan ke dokter lalu ke kasir cepat.. eh bagian di apotik nunggu obat 2 jam😭 tolong pelayanan apotik nya di percepat lagi sehingga pasien tidak nunggu lama obat nya. …
